178.2738696,179.8064238,0.36090805,1.536668766,61.56831556,67.00035817,14.92921575,16.82473668
174.6778433,178.7899997,5.165096626,1.486825034,76.67394143,75.41754863,24.63257864,19.37620166
177.8557704,173.6495273,6.835765593,5.831109247,88.38072858,68.54618025,19.6212142,20.39459994
164.1874614,175.4519223,3.278753473,5.77221037,61.84770444,65.14898759,3.832063973,0.024445247
169.8560403,177.5630928,4.754405972,4.866362279,137.5049586,162.9177702,105.6468936,153.2726825
170.7322889,175.0299532,2.187635313,0.326033104,75.77245892,77.83314748,14.8459216,15.73500732
174.695844,168.2649923,3.394239311,3.555182619,77.9990801,75.06755607,11.2376556,8.542189746
164.5380413,164.5307503,0.994627224,6.275698191,69.31241819,72.9053026,20.65501114,17.09396225
173.0301285,162.7003279,4.045455305,5.765387438,80.12338504,81.85033007,19.89547362,19.23691361
177.3619947,173.0317367,1.870112625,0.253756042,70.9560554,71.35967177,15.78803008,19.04207563
178.6332058,173.3912406,1.289747182,1.712418071,74.45531158,75.18777423,18.08763183,18.39999004
170.6130494,166.383002,2.371284752,5.20666473,67.49000077,64.75778167,8.2181041,8.527231632
171.5004393,169.5552287,1.180172165,2.796180408,81.76122342,80.83598551,12.58166607,14.69491977
167.1700174,174.2399189,2.743936146,3.29876929,92.88581207,79.03834119,17.00590062,17.61649221
173.3987401,173.9941687,1.063141142,3.203524353,56.91210047,45.54099663,11.1219078,7.90472136
166.5073934,174.0947774,3.841552387,2.770897183,65.00405097,71.83736837,16.43955499,15.16210471
163.3818579,174.0304506,3.302692578,2.946348521,71.89711886,79.48130628,12.00979483,15.77277144
174.3378775,176.8842776,1.281078392,1.987297327,75.69251155,99.67622905,23.23732125,48.48926145
178.1260233,168.6588074,2.042728581,2.709989611,76.19382012,85.53699298,19.42704558,21.17113439
179.5704581,179.4871398,4.720050891,0.442774697,65.46690557,137.3159945,12.3900861,46.48912934
173.2944841,172.0472096,3.578687007,5.776901429,75.13597408,69.32524528,13.23316367,15.61624399
169.1780094,174.2445734,1.904556124,1.462177442,54.88548772,59.60978613,8.847345522,13.53832969
175.7470548,167.5219361,2.418452133,3.013548586,85.76462269,84.90893659,24.18203204,19.68094421
165.9633689,171.0618182,2.10441458,4.321736884,80.82518015,79.50833334,16.45527809,17.20045173
179.6763223,173.8076225,4.55465658,3.578903866,85.52788833,86.45968323,21.17438556,19.65037911
178.1570424,178.1739986,0.357143762,0.206979491,77.48048432,74.09465027,17.93513419,18.49058567
165.0975468,166.5239635,4.829558887,2.985098485,80.63660545,81.20102497,16.63991176,17.51972892
179.5878341,166.8860768,0.019752907,0.508700787,61.39201471,54.13326532,7.226674821,6.447903482
169.1300085,167.581468,2.741948706,3.968105547,72.08020208,66.28752548,19.6270062,20.52153559
165.501129,162.0030339,4.081440583,1.209213276,75.09530713,75.94681316,12.23219261,13.26641303
163.0354443,167.9671298,1.940844211,1.733210875,86.92132889,87.69937623,21.27530843,18.84885641
169.0711186,163.7269054,3.9053852,5.731514822,72.15314167,70.94724446,11.77660534,14.27094261
179.000711,175.3767082,4.230748519,2.807071145,85.79689533,84.97363214,20.00658714,19.3097166
177.4682078,178.1036886,4.756656436,3.878268923,74.84877145,77.67864177,23.77348427,24.1610497
179.4012023,177.6409296,2.638919999,2.512584124,79.89530453,80.2244172,14.39100368,16.40924261
173.6041885,176.7121878,1.249782038,5.660660574,76.56677577,79.64533327,28.14879076,24.19805566
178.3130066,179.2760459,0.275034642,1.359665268,69.43060095,68.34928638,8.937657699,11.00025188
170.526386,169.0107944,1.007284282,1.10945324,67.54011387,66.0576418,5.563844777,5.838329589
176.0081146,176.6522834,5.784379633,2.279433909,74.10654846,73.86908327,17.00730764,18.78151758
178.5875629,177.7532316,2.64422236,2.381202874,56.48211274,62.91905377,8.381550527,9.626844277
